restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
Paradise Hotpot,1,"Another table left early, when I pay for both table the cashier argued say the other table got 3 sauces and can even name the sauces. Already told them no sauce, once I cally mum ask them, it is no sauce, they suddenly say yaya no sauce... Trying to cheat money!!!",0.0,Another table left early when I pay for both table the cashier say the other table got 3 sauce and can even name the sauce Already told them no sauce once I mum ask them it is no sauce they suddenly say yaya no sauce Trying to cheat money,"[[('Another', 'DT'), ('table', 'NN'), ('left', 'VBD'), ('early', 'JJ'), ('when', 'WRB'), ('I', 'PRP'), ('pay', 'VBP'), ('for', 'IN'), ('both', 'DT'), ('table', 'JJ'), ('the', 'DT'), ('cashier', 'NN'), ('say', 'VBP'), ('the', 'DT'), ('other', 'JJ'), ('table', 'JJ'), ('got', 'VBD'), ('3', 'CD'), ('sauce', 'NN'), ('and', 'CC'), ('can', 'MD'), ('even', 'RB'), ('name', 'VB'), ('the', 'DT'), ('sauce', 'NN'), ('Already', 'NNP'), ('told', 'VBD'), ('them', 'PRP'), ('no', 'DT'), ('sauce', 'NN'), ('once', 'RB'), ('I', 'PRP'), ('mum', 'VBP'), ('ask', 'VB'), ('them', 'PRP'), ('it', 'PRP'), ('is', 'VBZ'), ('no', 'DT'), ('sauce', 'NN'), ('they', 'PRP'), ('suddenly', 'RB'), ('say', 'VBP'), ('yaya', 'UH'), ('no', 'DT'), ('sauce', 'NN'), ('Trying', 'VBG'), ('to', 'TO'), ('cheat', 'VB'), ('money', 'NN')]]",0.29375
Xing Hua at Novena Velocity,1,"Giving 1 star for the soup dish @ 18.90. Supposed to be Chinese cabbage, clams and taufu soup. No Chinese cabbage at all. Ingredients are so little. DO NOT order the soup dish. Order those lor mee and fried mee Hoon is much better. Wasted trip, money and time 😞",0.0,Giving 1 star for the soup dish 1890 Supposed to be cabbage clam and soup No cabbage at all are so little DO NOT order the soup dish Order those and fried Hoon is much better Wasted trip money and time  disappointed,"[[('Giving', 'VBG'), ('1', 'CD'), ('star', 'NN'), ('for', 'IN'), ('the', 'DT'), ('soup', 'NN'), ('dish', 'NN'), ('1890', 'CD'), ('Supposed', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('cabbage', 'JJ'), ('clam', 'NN'), ('and', 'CC'), ('soup', 'NN'), ('No', 'NNP'), ('cabbage', 'NN'), ('at', 'IN'), ('all', 'DT'), ('are', 'VBP'), ('so', 'RB'), ('little', 'JJ'), ('DO', 'NNP'), ('NOT', 'NNP'), ('order', 'NN'), ('the', 'DT'), ('soup', 'NN'), ('dish', 'JJ'), ('Order', 'NNP'), ('those', 'DT'), ('and', 'CC'), ('fried', 'JJ'), ('Hoon', 'NNP'), ('is', 'VBZ'), ('much', 'RB'), ('better', 'RBR'), ('Wasted', 'JJ'), ('trip', 'NN'), ('money', 'NN'), ('and', 'CC'), ('time', 'NN'), ('disappointed', 'JJ')]]",0.4375
Jubilee Garden Restaurant,2,"The food seems like all precooked. Was Served right after you order. Chilli crab was the worse we've eaten, tasteless and full of starch. Pig's trotter vinegar, the meat were all dried up and there was a piece full of hair, really spoil appetite. Deep fried tilapia was OK except that for 9pax, they gave a very small fish.",0.0,The food like all Was right after you order crab wa the worse weve eaten tasteless and full of starch trotter vinegar the meat were all dried up and there wa a piece full of hair really spoil appetite Deep fried wa except that for 9pax they gave a very small fish,"[[('The', 'DT'), ('food', 'NN'), ('like', 'IN'), ('all', 'DT'), ('Was', 'NNP'), ('right', 'RB'), ('after', 'IN'), ('you', 'PRP'), ('order', 'NN'), ('crab', 'NN'), ('wa', 'VBD'), ('the', 'DT'), ('worse', 'JJR'), ('weve', 'JJ'), ('eaten', 'NN'), ('tasteless', 'NN'), ('and', 'CC'), ('full', 'JJ'), ('of', 'IN'), ('starch', 'NN'), ('trotter', 'NN'), ('vinegar', 'IN'), ('the', 'DT'), ('meat', 'NN'), ('were', 'VBD'), ('all', 'DT'), ('dried', 'VBN'), ('up', 'RP'), ('and', 'CC'), ('there', 'RB'), ('wa', 'VB'), ('a', 'DT'), ('piece', 'NN'), ('full', 'JJ'), ('of', 'IN'), ('hair', 'NN'), ('really', 'RB'), ('spoil', 'JJ'), ('appetite', 'JJ'), ('Deep', 'NNP'), ('fried', 'VBD'), ('wa', 'JJ'), ('except', 'IN'), ('that', 'DT'), ('for', 'IN'), ('9pax', 'CD'), ('they', 'PRP'), ('gave', 'VBD'), ('a', 'DT'), ('very', 'RB'), ('small', 'JJ'), ('fish', 'NN')]]",0.5395238095238096
Lee Kwang Kee Teochew Cuisine,5,"Yes, very yummy fish steamboat, cold crabs and Teochew braised duck with beancurd.
We will there on 24 Feb to celebrate my birthday.",1.0,Yes very yummy fish steamboat cold crab and duck with We will there on 24 to celebrate my birthday,"[[('Yes', 'UH'), ('very', 'RB'), ('yummy', 'JJ'), ('fish', 'NN'), ('steamboat', 'NN'), ('cold', 'JJ'), ('crab', 'NN'), ('and', 'CC'), ('duck', 'NN'), ('with', 'IN'), ('We', 'PRP'), ('will', 'MD'), ('there', 'VB'), ('on', 'IN'), ('24', 'CD'), ('to', 'TO'), ('celebrate', 'VB'), ('my', 'PRP$'), ('birthday', 'NN')]]",0.65
Lotus Vegetarian Restaurant,4,"Tried black pepper lion mane and stir fry brocoli. Interesting texture for the lion mane, crispy on the outside and tender on the inside, different from the usual way of cooking lion mane. The black pepper sauce is not that prominent, can't really taste the pepper. Brocoli is fresh with some fried ginger slice and the sauce is not that salty. Service can be improved especially the staff manning the cashier counter.",0.0,Tried black pepper lion mane and stir fry Interesting texture for the lion mane crispy on the outside and tender on the inside different from the usual way of cooking lion mane The black pepper sauce is not that prominent cant really taste the pepper is fresh with some fried ginger slice and the sauce is not that salty Service can be especially the staff manning the cashier counter,"[[('Tried', 'NNP'), ('black', 'JJ'), ('pepper', 'NN'), ('lion', 'NN'), ('mane', 'NN'), ('and', 'CC'), ('stir', 'JJ'), ('fry', 'NN'), ('Interesting', 'NNP'), ('texture', 'NN'), ('for', 'IN'), ('the', 'DT'), ('lion', 'NN'), ('mane', 'NN'), ('crispy', 'NN'), ('on', 'IN'), ('the', 'DT'), ('outside', 'JJ'), ('and', 'CC'), ('tender', 'NN'), ('on', 'IN'), ('the', 'DT'), ('inside', 'JJ'), ('different', 'JJ'), ('from', 'IN'), ('the', 'DT'), ('usual', 'JJ'), ('way', 'NN'), ('of', 'IN'), ('cooking', 'VBG'), ('lion', 'NN'), ('mane', 'NN'), ('The', 'DT'), ('black', 'JJ'), ('pepper', 'NN'), ('sauce', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('that', 'IN'), ('prominent', 'JJ'), ('cant', 'NN'), ('really', 'RB'), ('taste', 'VBZ'), ('the', 'DT'), ('pepper', 'NN'), ('is', 'VBZ'), ('fresh', 'JJ'), ('with', 'IN'), ('some', 'DT'), ('fried', 'JJ'), ('ginger', 'NN'), ('slice', 'NN'), ('and', 'CC'), ('the', 'DT'), ('sauce', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('that', 'IN'), ('salty', 'NN'), ('Service', 'NNP'), ('can', 'MD'), ('be', 'VB'), ('especially', 'RB'), ('the', 'DT'), ('staff', 'NN'), ('manning', 'VBG'), ('the', 'DT'), ('cashier', 'NN'), ('counter', 'NN')]]",0.4966666666666667
Sembawang Traditional Claypot Rice,1,"Why no claypot rice? I asked after 20 minutes of waiting, twice in between 10 minutes interval, total 40 minutes, after finishing my 2 dishes ( as picture), the claypot rice haven't serve to us. After 40 minutes wait, one uncle ordered same time as us, he already finished his rice and left, while we still waiting our claypot rice, after asking twice on the order.

Bad service. Super bad service. There was no queue at all with many of seats available. I was here and orderded at 5.07pm. My claypot rice served to us at 5.50pm. And best part of the bad service? The rice was NOT fully cooked when FINALLY served to us.",0.0,Why no rice I after 20 minute of waiting twice in between 10 minute interval total 40 minute after finishing my 2 dish a picture the rice havent serve to u After 40 minute wait one uncle ordered same time a u he already finished his rice and left while we still waiting our rice after twice on the order Bad service Super bad service There wa no queue at all with many of seat available I wa here and at 507pm My rice to u at 550pm And best part of the bad service The rice wa NOT fully when FINALLY to u,"[[('Why', 'WRB'), ('no', 'DT'), ('rice', 'NN'), ('I', 'PRP'), ('after', 'IN'), ('20', 'CD'), ('minute', 'NN'), ('of', 'IN'), ('waiting', 'VBG'), ('twice', 'RB'), ('in', 'IN'), ('between', 'IN'), ('10', 'CD'), ('minute', 'NN'), ('interval', 'JJ'), ('total', 'JJ'), ('40', 'CD'), ('minute', 'NN'), ('after', 'IN'), ('finishing', 'VBG'), ('my', 'PRP$'), ('2', 'CD'), ('dish', 'NN'), ('a', 'DT'), ('picture', 'NN'), ('the', 'DT'), ('rice', 'NN'), ('havent', 'NN'), ('serve', 'NN'), ('to', 'TO'), ('u', 'VB'), ('After', 'IN'), ('40', 'CD'), ('minute', 'NN'), ('wait', 'NN'), ('one', 'CD'), ('uncle', 'NN'), ('ordered', 'VBD'), ('same', 'JJ'), ('time', 'NN'), ('a', 'DT'), ('u', 'JJ'), ('he', 'PRP'), ('already', 'RB'), ('finished', 'VBD'), ('his', 'PRP$'), ('rice', 'NN'), ('and', 'CC'), ('left', 'VBD'), ('while', 'IN'), ('we', 'PRP'), ('still', 'RB'), ('waiting', 'VBG'), ('our', 'PRP$'), ('rice', 'NN'), ('after', 'IN'), ('twice', 'RB'), ('on', 'IN'), ('the', 'DT'), ('order', 'NN'), ('Bad', 'NNP'), ('service', 'NN'), ('Super', 'NNP'), ('bad', 'JJ'), ('service', 'NN'), ('There', 'EX'), ('wa', 'VBZ'), ('no', 'DT'), ('queue', 'NN'), ('at', 'IN'), ('all', 'DT'), ('with', 'IN'), ('many', 'JJ'), ('of', 'IN'), ('seat', 'NN'), ('available', 'JJ'), ('I', 'PRP'), ('wa', 'VBP'), ('here', 'RB'), ('and', 'CC'), ('at', 'IN'), ('507pm', 'CD'), ('My', 'NNP'), ('rice', 'NN'), ('to', 'TO'), ('u', 'VB'), ('at', 'IN'), ('550pm', 'CD'), ('And', 'CC'), ('best', 'JJS'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('bad', 'JJ'), ('service', 'NN'), ('The', 'DT'), ('rice', 'NN'), ('wa', 'NN'), ('NOT', 'NNP'), ('fully', 'RB'), ('when', 'WRB'), ('FINALLY', 'NNP'), ('to', 'TO'), ('u', 'VB')]]",0.521969696969697
"ZITIMAMA'S, NTU",4,I ordered cheese baked meatball pasta with mushroom. Pasta was cheesy and meatballs were tasty. The pricing is slightly more expensive than other food stalls in NTU but it’s still ok overall. Taste wise 7/10.,1.0,I ordered cheese baked with mushroom wa cheesy and were tasty The is slightly more expensive than other food stall in but it  ’ s still overall Taste wise 710,"[[('I', 'PRP'), ('ordered', 'VBD'), ('cheese', 'JJ'), ('baked', 'VBN'), ('with', 'IN'), ('mushroom', 'NN'), ('wa', 'NN'), ('cheesy', 'NN'), ('and', 'CC'), ('were', 'VBD'), ('tasty', 'VBN'), ('The', 'DT'), ('is', 'VBZ'), ('slightly', 'RB'), ('more', 'RBR'), ('expensive', 'JJ'), ('than', 'IN'), ('other', 'JJ'), ('food', 'NN'), ('stall', 'NN'), ('in', 'IN'), ('but', 'CC'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'NN'), ('still', 'RB'), ('overall', 'JJ'), ('Taste', 'NNP'), ('wise', 'NN'), ('710', 'CD')]]",0.5791666666666667
Springleaf Prata Place,1,"Ordered takeaway at Yishun Safra Springleaf. There was no visible queue when I ordered. 5 mins later, queue started to build up and I waited for another 15 mins only to find out that my order was given to another person. Without a single apology and with a nonchalant attitude, I was told by one of the staff to wait. When asked for refunds, the staff refused and started yelling with the rest in Tamil. I stood there; got my refund eventually from a Chinese looking staff who was yelled at by a staff as well.

Not sure what is happening at Springleaf. While I enjoyed the food, no one deserved such treatment. Do consider looking into this matter please? You have just lost 4 patrons permanently. *Note: I did not raised my voice or make a scene. Just want to have a decent dinner that i am willing to pay for. - not anymore.",0.0,Ordered at There wa no visible queue when I ordered 5 min later queue to build up and I for another 15 min only to find out that my order wa given to another person Without a single apology and with a nonchalant attitude I wa told by one of the staff to wait When for refund the staff and yelling with the rest in I stood there got my refund eventually from a looking staff who wa at by a staff a well Not sure what is happening at While I the food no one deserved such treatment Do consider looking into this matter please You have just lost 4 patron permanently Note I did not raised my voice or make a scene Just want to have a decent dinner that i am willing to pay for not,"[[('Ordered', 'VBN'), ('at', 'IN'), ('There', 'EX'), ('wa', 'JJ'), ('no', 'DT'), ('visible', 'JJ'), ('queue', 'NN'), ('when', 'WRB'), ('I', 'PRP'), ('ordered', 'VBD'), ('5', 'CD'), ('min', 'NN'), ('later', 'RB'), ('queue', 'RB'), ('to', 'TO'), ('build', 'VB'), ('up', 'RP'), ('and', 'CC'), ('I', 'PRP'), ('for', 'IN'), ('another', 'DT'), ('15', 'CD'), ('min', 'NN'), ('only', 'RB'), ('to', 'TO'), ('find', 'VB'), ('out', 'RP'), ('that', 'IN'), ('my', 'PRP$'), ('order', 'NN'), ('wa', 'NN'), ('given', 'VBN'), ('to', 'TO'), ('another', 'DT'), ('person', 'NN'), ('Without', 'IN'), ('a', 'DT'), ('single', 'JJ'), ('apology', 'NN'), ('and', 'CC'), ('with', 'IN'), ('a', 'DT'), ('nonchalant', 'JJ'), ('attitude', 'NN'), ('I', 'PRP'), ('wa', 'VBP'), ('told', 'VBN'), ('by', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('staff', 'NN'), ('to', 'TO'), ('wait', 'VB'), ('When', 'WRB'), ('for', 'IN'), ('refund', 'NN'), ('the', 'DT'), ('staff', 'NN'), ('and', 'CC'), ('yelling', 'NN'), ('with', 'IN'), ('the', 'DT'), ('rest', 'NN'), ('in', 'IN'), ('I', 'PRP'), ('stood', 'VBP'), ('there', 'RB'), ('got', 'VBN'), ('my', 'PRP$'), ('refund', 'NN'), ('eventually', 'RB'), ('from', 'IN'), ('a', 'DT'), ('looking', 'VBG'), ('staff', 'NN'), ('who', 'WP'), ('wa', 'VBP'), ('at', 'IN'), ('by', 'IN'), ('a', 'DT'), ('staff', 'NN'), ('a', 'DT'), ('well', 'NN'), ('Not', 'RB'), ('sure', 'JJ'), ('what', 'WP'), ('is', 'VBZ'), ('happening', 'VBG'), ('at', 'IN'), ('While', 'IN'), ('I', 'PRP'), ('the', 'DT'), ('food', 'NN'), ('no', 'DT'), ('one', 'NN'), ('deserved', 'VBD'), ('such', 'JJ'), ('treatment', 'NN'), ('Do', 'NNP'), ('consider', 'VB'), ('looking', 'VBG'), ('into', 'IN'), ('this', 'DT'), ('matter', 'NN'), ('please', 'NN'), ('You', 'PRP'), ('have', 'VBP'), ('just', 'RB'), ('lost', 'VBN'), ('4', 'CD'), ('patron', 'NN'), ('permanently', 'RB'), ('Note', 'NNP'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('raised', 'VBN'), ('my', 'PRP$'), ('voice', 'NN'), ('or', 'CC'), ('make', 'VB'), ('a', 'DT'), ('scene', 'NN'), ('Just', 'NNP'), ('want', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('decent', 'JJ'), ('dinner', 'NN'), ('that', 'IN'), ('i', 'NN'), ('am', 'VBP'), ('willing', 'JJ'), ('to', 'TO'), ('pay', 'VB'), ('for', 'IN'), ('not', 'RB')]]",0.5742630385487527
Kotobuki,3,It’s reasonably priced and they often have additional offers but that’s the best that can be said of it. Food quality is decidedly average at least for their Chirashi Don. But what can you expect really for do it all budget Japanese places? Eat here if it’s convenient for you and if you are on a budget but otherwise you’d be better off at a less budget place.,2.0,It  ’ s reasonably priced and they often have additional offer but that  ’ s the best that can be said of it Food quality is decidedly average at least for their Don But what can you expect really for do it all budget place Eat here if it  ’ s convenient for you and if you are on a budget but otherwise you  ’ d be better off at a budget place,"[[('It', 'PRP'), ('’', 'VBZ'), ('s', 'NN'), ('reasonably', 'RB'), ('priced', 'VBN'), ('and', 'CC'), ('they', 'PRP'), ('often', 'RB'), ('have', 'VBP'), ('additional', 'JJ'), ('offer', 'NN'), ('but', 'CC'), ('that', 'IN'), ('’', 'NNP'), ('s', 'VBD'), ('the', 'DT'), ('best', 'JJS'), ('that', 'WDT'), ('can', 'MD'), ('be', 'VB'), ('said', 'VBD'), ('of', 'IN'), ('it', 'PRP'), ('Food', 'NNP'), ('quality', 'NN'), ('is', 'VBZ'), ('decidedly', 'RB'), ('average', 'JJ'), ('at', 'IN'), ('least', 'JJS'), ('for', 'IN'), ('their', 'PRP$'), ('Don', 'NNP'), ('But', 'CC'), ('what', 'WP'), ('can', 'MD'), ('you', 'PRP'), ('expect', 'VB'), ('really', 'RB'), ('for', 'IN'), ('do', 'VB'), ('it', 'PRP'), ('all', 'DT'), ('budget', 'NN'), ('place', 'NN'), ('Eat', 'NNP'), ('here', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'JJ'), ('convenient', 'NN'), ('for', 'IN'), ('you', 'PRP'), ('and', 'CC'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('on', 'IN'), ('a', 'DT'), ('budget', 'NN'), ('but', 'CC'), ('otherwise', 'RB'), ('you', 'PRP'), ('’', 'VBP'), ('d', 'RB'), ('be', 'VB'), ('better', 'JJR'), ('off', 'RP'), ('at', 'IN'), ('a', 'DT'), ('budget', 'NN'), ('place', 'NN')]]",0.3999999999999999
Sushi-GO @ AMK Hub,5,Great place for families to enjoy sushi delivered to you by cutesy robots. Quite a novel and fun experience. Go for the thick cut sashimi - no regrets!,1.0,Great place for family to enjoy to you by robot Quite a novel and fun experience Go for the thick cut no regret,"[[('Great', 'JJ'), ('place', 'NN'), ('for', 'IN'), ('family', 'NN'), ('to', 'TO'), ('enjoy', 'VB'), ('to', 'TO'), ('you', 'PRP'), ('by', 'IN'), ('robot', 'VBG'), ('Quite', 'PDT'), ('a', 'DT'), ('novel', 'NN'), ('and', 'CC'), ('fun', 'NN'), ('experience', 'NN'), ('Go', 'NNP'), ('for', 'IN'), ('the', 'DT'), ('thick', 'JJ'), ('cut', 'NN'), ('no', 'DT'), ('regret', 'NN')]]",0.48124999999999996
JWS Grille Factory,4,"Good range of mains with sides options. Huge servings of fries and coleslaw - but only 4 onion rings... 🤔 chicken chop quite large but ""monster burger"" isn't really monstrous lah. Tasty enough though.",1.0,Good range of main with side option Huge serving of fry and coleslaw but only 4 onion ring  thinking face chicken chop quite large but monster really monstrous Tasty enough though,"[[('Good', 'JJ'), ('range', 'NN'), ('of', 'IN'), ('main', 'JJ'), ('with', 'IN'), ('side', 'NN'), ('option', 'NN'), ('Huge', 'NNP'), ('serving', 'NN'), ('of', 'IN'), ('fry', 'NN'), ('and', 'CC'), ('coleslaw', 'NN'), ('but', 'CC'), ('only', 'RB'), ('4', 'CD'), ('onion', 'NN'), ('ring', 'VBG'), ('thinking', 'VBG'), ('face', 'NN'), ('chicken', 'NN'), ('chop', 'NN'), ('quite', 'RB'), ('large', 'JJ'), ('but', 'CC'), ('monster', 'RBR'), ('really', 'RB'), ('monstrous', 'JJ'), ('Tasty', 'NNP'), ('enough', 'RB'), ('though', 'IN')]]",0.6139880952380953
Muslim Delights Malay Food and Noodles,5,"Good nasi padang place. Price reasonable. Crowded lunch hours. If coming in groups more than 4 pax, it is advisable to come after 1pm. Ample parking space within nearby warehouses.",1.0,Good nasi place Price reasonable Crowded lunch hour If coming in group more than 4 pax it is advisable to come after 1pm Ample parking space within nearby warehouse,"[[('Good', 'JJ'), ('nasi', 'JJ'), ('place', 'NN'), ('Price', 'NNP'), ('reasonable', 'NN'), ('Crowded', 'VBD'), ('lunch', 'JJ'), ('hour', 'NN'), ('If', 'IN'), ('coming', 'JJ'), ('in', 'IN'), ('group', 'NN'), ('more', 'JJR'), ('than', 'IN'), ('4', 'CD'), ('pax', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('advisable', 'JJ'), ('to', 'TO'), ('come', 'VB'), ('after', 'IN'), ('1pm', 'CD'), ('Ample', 'NNP'), ('parking', 'VBG'), ('space', 'NN'), ('within', 'IN'), ('nearby', 'JJ'), ('warehouse', 'NN')]]",0.5666666666666668
Mouth Restaurant - 地茂馆,1,"I’ll give 5 star for the food, been wanting to eat there because it’s near my workplace.
But 1 star for the delivery. The delivery man actually gave me the wrong order! I waited for ONE hour after the time he was supposed to deliver the food. 😤my parents were really angry with me as well.",1.0,I  ’ give 5 star for the food been wanting to eat there because it  ’ s near my workplace But 1 star for the delivery The delivery man actually gave me the wrong order I for ONE hour after the time he wa supposed to deliver the food  😤my parent were really angry with me a well,"[[('I', 'PRP'), ('’', 'VBP'), ('give', 'JJ'), ('5', 'CD'), ('star', 'NN'), ('for', 'IN'), ('the', 'DT'), ('food', 'NN'), ('been', 'VBN'), ('wanting', 'VBG'), ('to', 'TO'), ('eat', 'VB'), ('there', 'RB'), ('because', 'IN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'NN'), ('near', 'IN'), ('my', 'PRP$'), ('workplace', 'NN'), ('But', 'CC'), ('1', 'CD'), ('star', 'NN'), ('for', 'IN'), ('the', 'DT'), ('delivery', 'NN'), ('The', 'DT'), ('delivery', 'NN'), ('man', 'NN'), ('actually', 'RB'), ('gave', 'VBD'), ('me', 'PRP'), ('the', 'DT'), ('wrong', 'JJ'), ('order', 'NN'), ('I', 'PRP'), ('for', 'IN'), ('ONE', 'CD'), ('hour', 'NN'), ('after', 'IN'), ('the', 'DT'), ('time', 'NN'), ('he', 'PRP'), ('wa', 'VBZ'), ('supposed', 'VBN'), ('to', 'TO'), ('deliver', 'VB'), ('the', 'DT'), ('food', 'NN'), ('😤my', 'JJ'), ('parent', 'NN'), ('were', 'VBD'), ('really', 'RB'), ('angry', 'JJ'), ('with', 'IN'), ('me', 'PRP'), ('a', 'DT'), ('well', 'NN')]]",0.6
